Microsoft (R) COFF/PE Dumper Version 14.00.23026.0
Copyright (C) Microsoft Corporation.  All rights reserved.
       1100  443 00048FE0 RtlIpv6AddressToStringExW = RtlIpv6AddressToStringExW
       1101  444 00049130 RtlIpv6AddressToStringW = RtlIpv6AddressToStringW
       1102  445 0007A260 RtlIpv6StringToAddressA = RtlIpv6StringToAddressA
       1103  446 0007A1A0 RtlIpv6StringToAddressExA = RtlIpv6StringToAddressExA
       1104  447 00069280 RtlIpv6StringToAddressExW = RtlIpv6StringToAddressExW
       1105  448 000693F0 RtlIpv6StringToAddressW = RtlIpv6StringToAddressW
       1106  449 000D2180 RtlIsActivationContextActive = RtlIsActivationContextActive
       1107  44A 00061D90 RtlIsCapabilitySid = RtlIsCapabilitySid
       1108  44B 000CB9C0 RtlIsCriticalSectionLocked = RtlIsCriticalSectionLocked
       1109  44C 0000E710 RtlIsCriticalSectionLockedByThread = RtlIsCriticalSectionLockedByThread
       1110  44D 000CC000 RtlIsCurrentThreadAttachExempt = RtlIsCurrentThreadAttachExempt
       1111  44E 0007AF60 RtlIsDosDeviceName_U = RtlIsDosDeviceName_U
       1112  44F 0006D140 RtlIsGenericTableEmpty = RtlIsGenericTableEmpty
       1113  450 00078BE0 RtlIsGenericTableEmptyAvl = RtlIsGenericTableEmptyAvl
       1114  451 0005D8A0 RtlIsMultiSessionSku = RtlIsMultiSessionSku
       1115  452 000E6FC0 RtlIsNameInExpression = RtlIsNameInExpression
       1116  453 000E5270 RtlIsNameLegalDOS8Dot3 = RtlIsNameLegalDOS8Dot3
       1117  454 000026D0 RtlIsNormalizedString = RtlIsNormalizedString
       1118  455 00064E70 RtlIsPackageSid = RtlIsPackageSid
       1119  456 00064FF0 RtlIsParentOfChildAppContainer = RtlIsParentOfChildAppContainer
       1120  457 0000FB20 RtlIsProcessorFeaturePresent = RtlIsProcessorFeaturePresent
       1121  458 00066620 RtlIsTextUnicode = RtlIsTextUnicode
       1122  459 00082220 RtlIsThreadWithinLoaderCallout = RtlIsThreadWithinLoaderCallout
       1123  45A 000D6700 RtlIsUntrustedObject = RtlIsUntrustedObject
       1124  45B 00043D80 RtlIsValidHandle = RtlIsValidHandle
       1125  45C 00043D40 RtlIsValidIndexHandle = RtlIsValidIndexHandle
       1126  45D 000E5570 RtlIsValidLocaleName = RtlIsValidLocaleName
       1127  45E 00061BA0 RtlIsValidProcessTrustLabelSid = RtlIsValidProcessTrustLabelSid
       1128  45F 00003B10 RtlKnownExceptionFilter = RtlKnownExceptionFilter
       1129  460 0001D330 RtlLCIDToCultureName = RtlLCIDToCultureName
       1130  461 000013C0 RtlLargeIntegerToChar = RtlLargeIntegerToChar
       1131  462 0001C760 RtlLcidToLocaleName = RtlLcidToLocaleName
       1132  463 0002EB00 RtlLeaveCriticalSection = RtlLeaveCriticalSection
       1133  464 00062C00 RtlLengthRequiredSid = RtlLengthRequiredSid
       1134  465 00072280 RtlLengthSecurityDescriptor = RtlLengthSecurityDescriptor
       1135  466 0006F350 RtlLengthSid = RtlLengthSid
       1136  467 00018E90 RtlLengthSidAsUnicodeString = RtlLengthSidAsUnicodeString
       1137  468 0006FDD0 RtlLoadString = RtlLoadString
       1138  469 000D5F70 RtlLocalTimeToSystemTime = RtlLocalTimeToSystemTime
       1139  46A 0001BEC0 RtlLocaleNameToLcid = RtlLocaleNameToLcid
       1140  46B 000E1B00 RtlLocateExtendedFeature = RtlLocateExtendedFeature
       1141  46C 00080560 RtlLocateLegacyContext = RtlLocateLegacyContext
       1142  46D 00085170 RtlLockBootStatusData = RtlLockBootStatusData
       1143  46E 00002390 RtlLockCurrentThread = RtlLockCurrentThread
       1144  46F 0002E560 RtlLockHeap = RtlLockHeap
       1145  470 00001C70 RtlLockMemoryBlockLookaside = RtlLockMemoryBlockLookaside
       1146  471 000CB890 RtlLockMemoryStreamRegion = RtlCloneMemoryStream
       1147  472 00001CE0 RtlLockMemoryZone = RtlLockMemoryZone
       1148  473 00002040 RtlLockModuleSection = RtlLockModuleSection
       1149  474 000E8B70 RtlLogStackBackTrace = RtlLogStackBackTrace
       1150  475 000439D0 RtlLookupAtomInAtomTable = RtlLookupAtomInAtomTable
       1151  476 0006D380 RtlLookupElementGenericTable = RtlLookupElementGenericTable
       1152  477 0006D030 RtlLookupElementGenericTableAvl = RtlLookupElementGenericTableAvl
       1153  478 000E3520 RtlLookupElementGenericTableFull = RtlLookupElementGenericTableFull
       1154  479 000683E0 RtlLookupElementGenericTableFullAvl = RtlLookupElementGenericTableFullAvl
       1155  47A 0006F8F0 RtlLookupEntryHashTable = RtlLookupEntryHashTable
       1156  47B 00035EA0 RtlLookupFunctionEntry = RtlLookupFunctionEntry
       1157  47C 000D31A0 RtlLookupFunctionTable = RtlLookupFunctionTable
       1158  47D 00071740 RtlMakeSelfRelativeSD = RtlMakeSelfRelativeSD
       1159  47E 00060CE0 RtlMapGenericMask = RtlMapGenericMask
       1160  47F 00086360 RtlMapSecurityErrorToNtStatus = RtlMapSecurityErrorToNtStatus
       1161  480 000AB2C0 RtlMoveMemory = memcpy
       1162  481 00075070 RtlMultiAppendUnicodeStringBuffer = RtlMultiAppendUnicodeStringBuffer
       1163  482 000149A0 RtlMultiByteToUnicodeN = RtlMultiByteToUnicodeN
       1164  483 00082E70 RtlMultiByteToUnicodeSize = RtlMultiByteToUnicodeSize
       1165  484 000DF7B0 RtlMultipleAllocateHeap = RtlMultipleAllocateHeap
       1166  485 000DF830 RtlMultipleFreeHeap = RtlMultipleFreeHeap
       1167  486 000CC7B0 RtlNewInstanceSecurityObject = RtlNewInstanceSecurityObject
       1168  487 000CC8C0 RtlNewSecurityGrantedAccess = RtlNewSecurityGrantedAccess
       1169  488 0005CED0 RtlNewSecurityObject = RtlNewSecurityObject
       1170  489 0005E060 RtlNewSecurityObjectEx = RtlNewSecurityObjectEx
       1171  48A 0008B150 RtlNewSecurityObjectWithMultipleInheritance = RtlNewSecurityObjectWithMultipleInheritance
       1172  48B 00088690 RtlNormalizeProcessParams = RtlNormalizeProcessParams
       1173  48C 0006A830 RtlNormalizeString = RtlNormalizeString
       1174  48D 000C8720 RtlNtPathNameToDosPathName = RtlNtPathNameToDosPathName
       1175  48E 000488C0 RtlNtStatusToDosError = RtlNtStatusToDosError
       1176  48F 00077160 RtlNtStatusToDosErrorNoTeb = RtlNtStatusToDosErrorNoTeb
       1177  490 00112E00 RtlNtdllName = RtlNtdllName
       1178  491 00083DA0 RtlNumberGenericTableElements = RtlNumberGenericTableElements
       1179  492 00082360 RtlNumberGenericTableElementsAvl = RtlNumberGenericTableElementsAvl
       1180  493 0008AF50 RtlNumberOfClearBits = RtlNumberOfClearBits
       1181  494 000DAE70 RtlNumberOfClearBitsInRange = RtlNumberOfClearBitsInRange
       1182  495 0008AF70 RtlNumberOfSetBits = RtlNumberOfSetBits
       1183  496 000DAEA0 RtlNumberOfSetBitsInRange = RtlNumberOfSetBitsInRange
       1184  497 0004E800 RtlNumberOfSetBitsUlongPtr = RtlNumberOfSetBitsUlongPtr
       1185  498 00082E40 RtlOemStringToUnicodeSize = RtlxAnsiStringToUnicodeSize
       1186  499 000793B0 RtlOemStringToUnicodeString = RtlOemStringToUnicodeString
       1187  49A 000794A0 RtlOemToUnicodeN = RtlOemToUnicodeN
       1188  49B 0000CFA0 RtlOpenCurrentUser = RtlOpenCurrentUser
       1189  49C 000E9610 RtlOsDeploymentState = RtlOsDeploymentState
       1190  49D 0008AC50 RtlOwnerAcesPresent = RtlOwnerAcesPresent
       1191  49E 000374C0 RtlPcToFileHeader = RtlPcToFileHeader
       1192  49F 000D9AC0 RtlPinAtomInAtomTable = RtlPinAtomInAtomTable
       1193  4A0 00070EB0 RtlPopFrame = RtlPopFrame
       1194  4A1 00072380 RtlPrefixString = RtlPrefixString
       1195  4A2 0006EA50 RtlPrefixUnicodeString = RtlPrefixUnicodeString
       1196  4A3 000CC040 RtlPrepareForProcessCloning = RtlPrepareForProcessCloning
       1197  4A4 0005B110 RtlProcessFlsData = RtlProcessFlsData
       1198  4A5 00055B60 RtlProtectHeap = RtlProtectHeap
       1199  4A6 0007EE00 RtlPublishWnfStateData = RtlPublishWnfStateData
       1200  4A7 000701D0 RtlPushFrame = RtlPushFrame
       1201  4A8 0007D050 RtlQueryActivationContextApplicationSettings = RtlQueryActivationContextApplicationSettings
       1202  4A9 000433A0 RtlQueryAtomInAtomTable = RtlQueryAtomInAtomTable
       1203  4AA 000CB9E0 RtlQueryCriticalSectionOwner = RtlQueryCriticalSectionOwner
       1204  4AB 0004E7F0 RtlQueryDepthSList = RtlQueryDepthSList
       1205  4AC 000DBA50 RtlQueryDynamicTimeZoneInformation = RtlQueryDynamicTimeZoneInformation
       1206  4AD 0007E530 RtlQueryElevationFlags = RtlQueryElevationFlags
       1207  4AE 0002E850 RtlQueryEnvironmentVariable = RtlQueryEnvironmentVariable
       1208  4AF 0004D830 RtlQueryEnvironmentVariable_U = RtlQueryEnvironmentVariable_U
       1209  4B0 0007FAE0 RtlQueryHeapInformation = RtlQueryHeapInformation
       1210  4B1 0007B8C0 RtlQueryInformationAcl = RtlQueryInformationAcl
       1211  4B2 0000D470 RtlQueryInformationActivationContext = RtlQueryInformationActivationContext
       1212  4B3 000818A0 RtlQueryInformationActiveActivationContext = RtlQueryInformationActiveActivationContext
       1213  4B4 000CB890 RtlQueryInterfaceMemoryStream = RtlCloneMemoryStream
       1214  4B5 000D4220 RtlQueryModuleInformation = RtlQueryModuleInformation
       1215  4B6 0004C190 RtlQueryPackageClaims = RtlQueryPackageClaims
       1216  4B7 0004C0D0 RtlQueryPackageIdentity = RtlQueryPackageIdentity
       1217  4B8 0004C120 RtlQueryPackageIdentityEx = RtlQueryPackageIdentityEx
       1218  4B9 0004A460 RtlQueryPerformanceCounter = RtlQueryPerformanceCounter
       1219  4BA 00075770 RtlQueryPerformanceFrequency = RtlQueryPerformanceFrequency
       1220  4BB 000CCCF0 RtlQueryProcessBackTraceInformation = RtlQueryProcessBackTraceInformation
       1221  4BC 0006BFA0 RtlQueryProcessDebugInformation = RtlQueryProcessDebugInformation
       1222  4BD 00094080 RtlQueryProcessHeapInformation = RtlQueryProcessHeapInformation
       1223  4BE 000CCE80 RtlQueryProcessLockInformation = RtlQueryProcessLockInformation
       1224  4BF 00088C60 RtlQueryProtectedPolicy = RtlQueryProtectedPolicy
       1225  4C0 000DBA60 RtlQueryRegistryValues = RtlQueryRegistryValues
       1226  4C1 00046330 RtlQueryRegistryValuesEx = RtlQueryRegistryValuesEx
       1227  4C2 00053A50 RtlQueryResourcePolicy = RtlQueryResourcePolicy
       1228  4C3 000CCA00 RtlQuerySecurityObject = RtlQuerySecurityObject
       1229  4C4 000DF8A0 RtlQueryTagHeap = RtlQueryTagHeap
       1230  4C5 000C8330 RtlQueryThreadProfiling = RtlQueryThreadProfiling
       1231  4C6 00045B90 RtlQueryTimeZoneInformation = RtlQueryTimeZoneInformation
       1232  4C7 000E3250 RtlQueryUmsThreadInformation = RtlQueryUmsThreadInformation
       1233  4C8 000756F0 RtlQueryUnbiasedInterruptTime = RtlQueryUnbiasedInterruptTime
       1234  4C9 000E9A30 RtlQueryValidationRunlevel = RtlQueryValidationRunlevel
       1235  4CA 00084470 RtlQueryWnfMetaNotification = RtlQueryWnfMetaNotification
       1236  4CB 0007A640 RtlQueryWnfStateData = RtlQueryWnfStateData
       1237  4CC 00082B90 RtlQueryWnfStateDataWithExplicitScope = RtlQueryWnfStateDataWithExplicitScope
       1238  4CD 000CFED0 RtlQueueApcWow64Thread = RtlQueueApcWow64Thread
       1239  4CE 0000BB10 RtlQueueWorkItem = RtlQueueWorkItem
       1240  4CF 00036620 RtlRaiseException = RtlRaiseException
       1241  4D0 000A4790 RtlRaiseStatus = RtlRaiseStatus
       1242  4D1 00053B10 RtlRandom = RtlRandomEx
       1243  4D2 00053B10 RtlRandomEx = RtlRandomEx
       1244  4D3 00031000 RtlRbInsertNodeEx = RtlRbInsertNodeEx
       1245  4D4 0002D8F0 RtlRbRemoveNode = RtlRbRemoveNode
       1246  4D5 000239F0 RtlReAllocateHeap = RtlReAllocateHeap
       1247  4D6 000CB890 RtlReadMemoryStream = RtlCloneMemoryStream
       1248  4D7 000CB890 RtlReadOutOfProcessMemoryStream = RtlCloneMemoryStream
       1249  4D8 000C8360 RtlReadThreadProfilingData = RtlReadThreadProfilingData
       1250  4D9 00001370 RtlRealPredecessor = RtlRealPredecessor
       1251  4DA 0006D930 RtlRealSuccessor = RtlRealSuccessor
       1252  4DB 0004EC10 RtlRegisterForWnfMetaNotification = RtlRegisterForWnfMetaNotification
       1253  4DC 000E38F0 RtlRegisterSecureMemoryCacheCallback = RtlRegisterSecureMemoryCacheCallback
       1254  4DD 0007E2A0 RtlRegisterThreadWithCsrss = RtlRegisterThreadWithCsrss
       1255  4DE 00007040 RtlRegisterWait = RtlRegisterWait
       1256  4DF 0000C970 RtlReleaseActivationContext = RtlReleaseActivationContext
       1257  4E0 000820F0 RtlReleaseMemoryStream = CsrIdentifyAlertableThread
       1258  4E1 0002F430 RtlReleasePath = RtlReleasePath
       1259  4E2 0007A8A0 RtlReleasePebLock = RtlReleasePebLock
       1260  4E3 00082730 RtlReleasePrivilege = RtlReleasePrivilege
       1261  4E4 0003D000 RtlReleaseRelativeName = RtlReleaseRelativeName
       1262  4E5 0006F250 RtlReleaseResource = RtlReleaseResource
       1263  4E6 00023790 RtlReleaseSRWLockExclusive = RtlReleaseSRWLockExclusive
       1264  4E7 000273F0 RtlReleaseSRWLockShared = RtlReleaseSRWLockShared
       1265  4E8 000E6DF0 RtlRemoteCall = RtlRemoteCall
       1266  4E9 0007C1C0 RtlRemoveEntryHashTable = RtlRemoveEntryHashTable
       1267  4EA 000839A0 RtlRemovePrivileges = RtlRemovePrivileges
       1268  4EB 000CDBA0 RtlRemoveVectoredContinueHandler = RtlRemoveVectoredContinueHandler
       1269  4EC 00082000 RtlRemoveVectoredExceptionHandler = RtlRemoveVectoredExceptionHandler
       1270  4ED 000D6890 RtlReplaceSidInSd = RtlReplaceSidInSd
       1271  4EE 000D0620 RtlReportException = RtlReportException
       1272  4EF 0005B290 RtlReportSilentProcessExit = RtlReportSilentProcessExit
       1273  4F0 000D0D30 RtlReportSqmEscalation = RtlReportSqmEscalation
       1274  4F1 000D9BA0 RtlResetMemoryBlockLookaside = RtlResetMemoryBlockLookaside
       1275  4F2 000D9D00 RtlResetMemoryZone = RtlResetMemoryZone
       1276  4F3 000953B0 RtlResetNtUserPfn = RtlResetNtUserPfn
       1277  4F4 00085C20 RtlResetRtlTranslations = RtlResetRtlTranslations
       1278  4F5 0007D6A0 RtlRestoreContext = RtlGuardRestoreContext
       1279  4F6 00048890 RtlRestoreLastWin32Error = RtlSetLastWin32Error
       1280  4F7 00095430 RtlRetrieveNtUserPfn = RtlRetrieveNtUserPfn
       1281  4F8 000CB890 RtlRevertMemoryStream = RtlCloneMemoryStream
       1282  4F9 000844E0 RtlRunDecodeUnicodeString = RtlRunDecodeUnicodeString
       1283  4FA 00084110 RtlRunEncodeUnicodeString = RtlRunEncodeUnicodeString
       1284  4FB 00058520 RtlRunOnceBeginInitialize = RtlRunOnceBeginInitialize
       1285  4FC 00054840 RtlRunOnceComplete = RtlRunOnceComplete
       1286  4FD 00054150 RtlRunOnceExecuteOnce = RtlRunOnceExecuteOnce
       1287  4FE 00072270 RtlRunOnceInitialize = RtlInitializeConditionVariable
       1288  4FF 00082EA0 RtlSecondsSince1970ToTime = RtlSecondsSince1970ToTime
       1289  500 000D5FE0 RtlSecondsSince1980ToTime = RtlSecondsSince1980ToTime
       1290  501 000CB890 RtlSeekMemoryStream = RtlCloneMemoryStream
       1291  502 00071560 RtlSelfRelativeToAbsoluteSD = RtlSelfRelativeToAbsoluteSD
       1292  503 00071350 RtlSelfRelativeToAbsoluteSD2 = RtlSelfRelativeToAbsoluteSD2
       1293  504 00088B30 RtlSendMsgToSm = RtlSendMsgToSm
       1294  505 0007CFF0 RtlSetAllBits = RtlSetAllBits
       1295  506 000D6BB0 RtlSetAttributesSecurityDescriptor = RtlSetAttributesSecurityDescriptor
       1296  507 000759A0 RtlSetBit = RtlSetBit
       1297  508 00041720 RtlSetBits = RtlSetBits
       1298  509 00082A80 RtlSetControlSecurityDescriptor = RtlSetControlSecurityDescriptor
       1299  50A 00075230 RtlSetCriticalSectionSpinCount = RtlSetCriticalSectionSpinCount
       1300  50B 00077910 RtlSetCurrentDirectory_U = RtlSetCurrentDirectory_U
       1301  50C 00084BB0 RtlSetCurrentEnvironment = RtlSetCurrentEnvironment
       1302  50D 00071320 RtlSetCurrentTransaction = RtlSetCurrentTransaction
       1303  50E 0005E350 RtlSetDaclSecurityDescriptor = RtlSetDaclSecurityDescriptor
       1304  50F 000DBA90 RtlSetDynamicTimeZoneInformation = RtlSetDynamicTimeZoneInformation
       1305  510 000818E0 RtlSetEnvironmentStrings = RtlSetEnvironmentStrings
       1306  511 0004D8F0 RtlSetEnvironmentVar = RtlSetEnvironmentVar
       1307  512 0004D8A0 RtlSetEnvironmentVariable = RtlSetEnvironmentVariable
       1308  513 000842C0 RtlSetExtendedFeaturesMask = RtlSetExtendedFeaturesMask
       1309  514 00061AA0 RtlSetGroupSecurityDescriptor = RtlSetGroupSecurityDescriptor
       1310  515 0007AA90 RtlSetHeapInformation = RtlSetHeapInformation
       1311  516 000D8960 RtlSetInformationAcl = RtlSetInformationAcl
       1312  517 0008D7B0 RtlSetIoCompletionCallback = RtlSetIoCompletionCallback
       1313  518 00048890 RtlSetLastWin32Error = RtlSetLastWin32Error
       1314  519 00048870 RtlSetLastWin32ErrorAndNtStatusFromNtStatus = RtlSetLastWin32ErrorAndNtStatusFromNtStatus
       1315  51A 000CB890 RtlSetMemoryStreamSize = RtlCloneMemoryStream
       1316  51B 00061B00 RtlSetOwnerSecurityDescriptor = RtlSetOwnerSecurityDescriptor
       1317  51C 000DB9B0 RtlSetPortableOperatingSystem = RtlSetPortableOperatingSystem
       1318  51D 000CD110 RtlSetProcessDebugInformation = RtlSetProcessDebugInformation
       1319  51E 00089730 RtlSetProcessIsCritical = RtlSetProcessIsCritical
       1320  51F 00084540 RtlSetProcessPreferredUILanguages = RtlSetProcessPreferredUILanguages
       1321  520 000E9750 RtlSetProtectedPolicy = RtlSetProtectedPolicy
       1322  521 000655F0 RtlSetSaclSecurityDescriptor = RtlSetSaclSecurityDescriptor
       1323  522 000841E0 RtlSetSearchPathMode = RtlSetSearchPathMode
       1324  523 000844C0 RtlSetSecurityDescriptorRMControl = RtlSetSecurityDescriptorRMControl
       1325  524 0005CF20 RtlSetSecurityObject = RtlSetSecurityObject
       1326  525 0008E000 RtlSetSecurityObjectEx = RtlSetSecurityObjectEx
       1327  526 0004CEB0 RtlSetThreadErrorMode = RtlSetThreadErrorMode
       1328  527 00088780 RtlSetThreadIsCritical = RtlSetThreadIsCritical
       1329  528 00082570 RtlSetThreadPoolStartFunc = RtlSetThreadPoolStartFunc
       1330  529 0003B1E0 RtlSetThreadPreferredUILanguages = RtlSetThreadPreferredUILanguages
       1331  52A 00009EF0 RtlSetThreadSubProcessTag = RtlSetThreadSubProcessTag
       1332  52B 000DBAA0 RtlSetTimeZoneInformation = RtlSetTimeZoneInformation
       1333  52C 000F5260 RtlSetTimer = RtlSetTimer
       1334  52D 000E3300 RtlSetUmsThreadInformation = RtlSetUmsThreadInformation
       1335  52E 000727E0 RtlSetUnhandledExceptionFilter = RtlSetUnhandledExceptionFilter
       1336  52F 000DFB30 RtlSetUserFlagsHeap = RtlSetUserFlagsHeap
       1337  530 000745A0 RtlSetUserValueHeap = RtlSetUserValueHeap
       1338  531 0005D7C0 RtlSidDominates = RtlSidDominates
       1339  532 000615D0 RtlSidDominatesForTrust = RtlSidDominatesForTrust
       1340  533 000D6BE0 RtlSidEqualLevel = RtlSidEqualLevel
       1341  534 00078140 RtlSidHashInitialize = RtlSidHashInitialize
       1342  535 00077800 RtlSidHashLookup = RtlSidHashLookup
       1343  536 000D6C70 RtlSidIsHigherLevel = RtlSidIsHigherLevel
       1344  537 0001B780 RtlSizeHeap = RtlSizeHeap
       1345  538 000677C0 RtlSleepConditionVariableCS = RtlSleepConditionVariableCS
       1346  539 00067E30 RtlSleepConditionVariableSRW = RtlSleepConditionVariableSRW
       1347  53A 0006D470 RtlSplay = RtlSplay
       1348  53B 0007FE20 RtlStartRXact = RtlStartRXact
       1349  53C 000CB890 RtlStatMemoryStream = RtlCloneMemoryStream
       1350  53D 0004C660 RtlStringFromGUID = RtlStringFromGUID
       1351  53E 0004C670 RtlStringFromGUIDEx = RtlStringFromGUIDEx
       1352  53F 000E1A60 RtlStronglyEnumerateEntryHashTable = RtlStronglyEnumerateEntryHashTable
       1353  540 000729E0 RtlSubAuthorityCountSid = RtlSubAuthorityCountSid
       1354  541 00072540 RtlSubAuthoritySid = RtlSubAuthoritySid
       1355  542 000534E0 RtlSubscribeWnfStateChangeNotification = RtlSubscribeWnfStateChangeNotification
       1356  543 0006D900 RtlSubtreePredecessor = RtlSubtreePredecessor
       1357  544 000E34F0 RtlSubtreeSuccessor = RtlSubtreeSuccessor
       1358  545 000739D0 RtlSwitchedVVI = RtlSwitchedVVI
       1359  546 0007D610 RtlSystemTimeToLocalTime = RtlSystemTimeToLocalTime
       1360  547 00083320 RtlTestAndPublishWnfStateData = RtlTestAndPublishWnfStateData
       1361  548 000DB120 RtlTestBit = RtlTestBit
       1362  549 00089820 RtlTestProtectedAccess = RtlTestProtectedAccess
       1363  54A 00067380 RtlTimeFieldsToTime = RtlTimeFieldsToTime
       1364  54B 0007D360 RtlTimeToElapsedTimeFields = RtlTimeToElapsedTimeFields
       1365  54C 0007D450 RtlTimeToSecondsSince1970 = RtlTimeToSecondsSince1970
       1366  54D 0007D320 RtlTimeToSecondsSince1980 = RtlTimeToSecondsSince1980
       1367  54E 00067590 RtlTimeToTimeFields = RtlTimeToTimeFields
       1368  54F 000E9DB0 RtlTraceDatabaseAdd = RtlTraceDatabaseAdd
       1369  550 000E9E30 RtlTraceDatabaseCreate = RtlTraceDatabaseCreate
       1370  551 000E9F60 RtlTraceDatabaseDestroy = RtlTraceDatabaseDestroy
       1371  552 000E9FE0 RtlTraceDatabaseEnumerate = RtlTraceDatabaseEnumerate
       1372  553 000EA0C0 RtlTraceDatabaseFind = RtlTraceDatabaseFind
       1373  554 000EA140 RtlTraceDatabaseLock = RtlTraceDatabaseLock
       1374  555 000EA170 RtlTraceDatabaseUnlock = RtlTraceDatabaseUnlock
       1375  556 000EA190 RtlTraceDatabaseValidate = RtlTraceDatabaseValidate
       1376  557 00050D80 RtlTryAcquirePebLock = RtlTryAcquirePebLock
       1377  558 00004DF0 RtlTryAcquireSRWLockExclusive = RtlTryAcquireSRWLockExclusive
       1378  559 0007B1B0 RtlTryAcquireSRWLockShared = RtlTryAcquireSRWLockShared
       1379  55A 000D81A0 RtlTryConvertSRWLockSharedToExclusiveOrRelease = RtlTryConvertSRWLockSharedToExclusiveOrRelease
       1380  55B 00050DA0 RtlTryEnterCriticalSection = RtlTryEnterCriticalSection
       1381  55C 00066AE0 RtlUTF8ToUnicodeN = RtlUTF8ToUnicodeN
       1382  55D 000E3340 RtlUmsThreadYield = RtlUmsThreadYield
       1383  55E 000E83E0 RtlUnhandledExceptionFilter = RtlUnhandledExceptionFilter
       1384  55F 000E8400 RtlUnhandledExceptionFilter2 = RtlUnhandledExceptionFilter2
       1385  560 0007B3A0 RtlUnicodeStringToAnsiSize = RtlxUnicodeStringToAnsiSize
       1386  561 00017F00 RtlUnicodeStringToAnsiString = RtlUnicodeStringToAnsiString
       1387  562 000D9E50 RtlUnicodeStringToCountedOemString = RtlUnicodeStringToCountedOemString
       1388  563 00075A70 RtlUnicodeStringToInteger = RtlUnicodeStringToInteger
       1389  564 0007B3A0 RtlUnicodeStringToOemSize = RtlxUnicodeStringToAnsiSize
       1390  565 0006F390 RtlUnicodeStringToOemString = RtlUnicodeStringToOemString
       1391  566 000D5440 RtlUnicodeToCustomCPN = RtlUnicodeToCustomCPN
       1392  567 00017FE0 RtlUnicodeToMultiByteN = RtlUnicodeToMultiByteN
       1393  568 0007B3D0 RtlUnicodeToMultiByteSize = RtlUnicodeToMultiByteSize
       1394  569 0006F460 RtlUnicodeToOemN = RtlUnicodeToOemN
       1395  56A 0005C900 RtlUnicodeToUTF8N = RtlUnicodeToUTF8N
       1396  56B 0004BCA0 RtlUniform = RtlUniform
       1397  56C 00085890 RtlUnlockBootStatusData = RtlUnlockBootStatusData
       1398  56D 00002450 RtlUnlockCurrentThread = RtlUnlockCurrentThread
       1399  56E 00023660 RtlUnlockHeap = RtlUnlockHeap
       1400  56F 00001EB0 RtlUnlockMemoryBlockLookaside = RtlUnlockMemoryBlockLookaside
       1401  570 000CB890 RtlUnlockMemoryStreamRegion = RtlCloneMemoryStream
       1402  571 00001F10 RtlUnlockMemoryZone = RtlUnlockMemoryZone
       1403  572 00002140 RtlUnlockModuleSection = RtlUnlockModuleSection
       1404  573 000512D0 RtlUnsubscribeWnfNotificationWaitForCompletion = RtlUnsubscribeWnfNotificationWaitForCompletion
       1405  574 00004560 RtlUnsubscribeWnfNotificationWithCompletionCallback = RtlUnsubscribeWnfNotificationWithCompletionCallback
       1406  575 00004790 RtlUnsubscribeWnfStateChangeNotification = RtlUnsubscribeWnfStateChangeNotification
       1407  576 000E9570 RtlUnwind = RtlUnwind
       1408  577 00035280 RtlUnwindEx = RtlUnwindEx
       1409  578 000107D0 RtlUpcaseUnicodeChar = RtlUpcaseUnicodeChar
       1410  579 000103F0 RtlUpcaseUnicodeString = RtlUpcaseUnicodeString
       1411  57A 000D9FA0 RtlUpcaseUnicodeStringToAnsiString = RtlUpcaseUnicodeStringToAnsiString
       1412  57B 000DA0C0 RtlUpcaseUnicodeStringToCountedOemString = RtlUpcaseUnicodeStringToCountedOemString
       1413  57C 000791B0 RtlUpcaseUnicodeStringToOemString = RtlUpcaseUnicodeStringToOemString
       1414  57D 000D5670 RtlUpcaseUnicodeToCustomCPN = RtlUpcaseUnicodeToCustomCPN
       1415  57E 0007A8C0 RtlUpcaseUnicodeToMultiByteN = RtlUpcaseUnicodeToMultiByteN
       1416  57F 00079720 RtlUpcaseUnicodeToOemN = RtlUpcaseUnicodeToOemN
       1417  580 0005B400 RtlUpdateClonedCriticalSection = RtlUpdateClonedCriticalSection
       1418  581 0005ADB0 RtlUpdateClonedSRWLock = RtlUpdateClonedSRWLock
       1419  582 00081630 RtlUpdateTimer = RtlUpdateTimer
       1420  583 000724B0 RtlUpperChar = RtlUpperChar
       1421  584 000DA2F0 RtlUpperString = RtlUpperString
       1422  585 0005C2B0 RtlUserThreadStart = RtlUserThreadStart
       1423  586 000193D0 RtlValidAcl = RtlValidAcl
       1424  587 000D3F40 RtlValidProcessProtection = RtlValidProcessProtection
       1425  588 00075790 RtlValidRelativeSecurityDescriptor = RtlValidRelativeSecurityDescriptor
       1426  589 00019630 RtlValidSecurityDescriptor = RtlValidSecurityDescriptor
       1427  58A 00019730 RtlValidSid = RtlValidSid
       1428  58B 000753D0 RtlValidateHeap = RtlValidateHeap
       1429  58C 000E0020 RtlValidateProcessHeaps = RtlValidateProcessHeaps
       1430  58D 00077370 RtlValidateUnicodeString = RtlValidateUnicodeString
       1431  58E 00073360 RtlVerifyVersionInfo = RtlVerifyVersionInfo
       1432  58F 00036D70 RtlVirtualUnwind = RtlVirtualUnwind
       1433  590 0004EC70 RtlWaitForWnfMetaNotification = RtlWaitForWnfMetaNotification
       1434  591 00084340 RtlWaitOnAddress = RtlWaitOnAddress
       1435  592 0002FED0 RtlWakeAddressAll = RtlWakeAddressAll
